index,success,reason,run_num,regression
1,1,,1,1
2,1,,1,1
3,0,no manip,2,0
4,0,no manip,2,0
5,1,,3,1
6,1,,3,0
7,1,,4,1
8,1,,4,1
9,1,,5,1
10,1,,5,1
11,1,,6,1
12,1,,6,1
13,1,,7,1
14,1,,7,1
15,1,,8,1
16,1,,8,1
17,1,,9,1
18,1,,9,1
19,1,,10,1
20,1,,10,1
21,1,,11,1
22,1,,11,1
23,1,,12,1
24,1,,12,1
25,1,,13,1
26,1,,13,1
27,1,,14,1
28,1,,14,1
29,1,,15,1
30,1,,15,1
31,1,,16,1
32,1,,16,1
33,1,,17,1
34,1,,17,1
35,0,no manip,18,0
36,0,no manip,18,0
37,0,slip,19,0
38,0,no marble,19,0
39,0,no manip,20,0
40,0,no manip,20,0
41,0,no manip,21,0
42,0,no manip,21,0
43,-1,,22,0
44,-1,,22,0
45,0,no marble,23,0
46,0,no marble,23,0
47,0,no manip,24,0
48,0,no manip,24,0
49,0,no manip,25,0
50,0,no manip,25,0
51,1,,26,1
52,1,,26,1
53,1,,27,1
54,1,,27,1
55,1,,28,1
56,1,,28,1
57,1,,29,1
58,1,,29,0
59,1,,30,1
60,1,,30,1
61,1,,31,1
62,1,,31,1
63,1,,32,1
64,1,,32,1
65,1,,33,1
66,1,,33,1
67,1,,34,1
68,1,,34,1
69,1,,35,1
70,1,,35,1
71,1,,36,1
72,1,,36,1
73,1,,37,1
74,1,,37,1
75,1,,38,1
76,1,,38,1
77,0,no manip,39,0
78,0,no manip,39,0
79,1,,40,1
80,1,,40,1
81,1,,41,1
82,1,,41,1
83,1,,42,1
84,1,,42,1
85,1,,43,1
86,1,,43,1
87,1,,44,1
88,1,,44,1
89,1,,45,1
90,1,,45,1
91,1,,46,1
92,1,,46,1
93,1,,47,1
94,1,,47,1
95,0,no manip,48,0
96,0,no manip,48,0
97,1,,49,1
98,1,,49,1
99,1,,50,1
100,1,,50,-1
101,0,no manip,51,0
102,0,no manip,51,0
103,0,no manip,52,0
104,0,no manip,52,0
105,0,no manip,53,0
106,0,no manip,53,0
107,0,no manip,54,0
108,0,no manip,54,0
109,0,no manip,55,0
110,0,no manip,55,0
111,0,no manip,56,0
112,0,no manip,56,0
113,0,no manip,57,0
114,0,no manip,57,0
115,0,no manip,58,0
116,0,no manip,58,0
117,0,no manip,59,0
118,0,no manip,59,0
119,1,,60,1
120,1,,60,1
121,1,,61,1
122,1,,61,-1
123,1,,62,-1
124,1,,62,-1
125,1,,63,-1
126,1,,63,-1
127,1,,64,-1
128,1,,64,-1
129,1,,65,1
130,1,,65,1
131,1,,66,0
132,1,,66,0
133,1,,67,1
134,1,,67,1
135,1,,68,1
136,1,,68,1
137,1,,69,1
138,1,,69,1
139,1,,70,1
140,1,,70,1
141,1,,71,1
142,1,,71,1
143,1,,72,1
144,1,,72,1
145,0,no manip,73,0
146,0,no manip,73,0
147,1,,74,1
148,1,,74,1
149,1,,75,1
150,1,,75,1
151,1,,76,1
152,1,,76,1
153,1,,77,1
154,1,,77,1
155,1,,78,1
156,1,,78,1
157,1,,79,1
158,1,,79,1
159,1,,80,1
160,1,,80,1
161,0,no manip,81,0
162,0,no manip,81,0
163,1,,82,1
164,1,,82,1
165,1,,83,1
166,1,,83,1
167,1,,84,1
168,1,,84,1
169,1,,85,1
170,1,,85,1
171,1,,86,1
172,1,,86,1
173,1,,87,1
174,1,,87,1
175,1,,88,1
176,1,,88,1
177,1,,89,1
178,1,,89,1
179,1,,90,1
180,1,,90,1
181,1,,91,1
182,1,,91,-1
183,1,,92,1
184,1,,92,1
185,1,,93,1
186,1,,93,1
187,1,,94,1
188,1,,94,1
189,0,slip,95,0
190,0,slip,95,0
191,1,,96,1
192,1,,96,1
193,0,no manip,97,0
194,0,no manip,97,0
195,1,,98,1
196,1,,98,-1
197,1,,99,1
198,1,,99,1
199,1,,100,1
200,1,,100,1
201,1,,101,-1
202,1,,101,-1
203,0,no manip,102,0
204,0,no manip,102,0
205,1,,103,1
206,1,,103,1
207,1,,104,1
208,1,,104,1
209,1,,105,-1
210,1,,105,1
211,1,,106,-1
212,1,,106,-1
213,1,,107,-1
