index,success,reason,run_num,regression
1,1,,1,1
2,1,,1,1
3,1,,2,1
4,1,,2,1
5,1,,3,1
6,1,,3,1
7,1,,4,1
8,1,,4,1
9,1,,5,1
10,1,,5,1
11,1,,6,1
12,1,,6,1
13,1,,7,1
14,1,,7,1
15,1,,8,1
16,1,,8,1
17,1,,9,1
18,1,,9,1
19,1,,10,1
20,1,,10,1
21,1,,11,1
22,1,,11,1
23,1,,12,1
24,1,,12,1
25,0,no manip,13,0
26,0,no manip,13,0
27,0,no manip,14,0
28,0,no manip,14,0
29,1,,15,1
30,1,,15,1
31,1,,16,1
32,1,,16,1
33,1,,17,1
34,1,,17,1
35,1,,18,1
36,1,,18,1
37,1,,19,1
38,1,,19,1
39,1,,20,1
40,1,,20,1
41,1,,21,1
42,1,,21,1
43,1,,22,1
44,1,,22,1
45,1,,23,1
46,1,,23,1
47,1,,24,1
48,1,,24,1
49,1,,25,1
50,1,,25,1
51,1,,26,1
52,1,,26,1
53,1,,27,1
54,1,,27,1
55,0,no manip,28,0
56,0,no manip,28,0
57,0,no manip,29,0
58,0,no manip,29,0
59,1,,30,1
60,1,,30,1
61,1,,31,1
62,1,,31,1
63,1,,32,1
64,1,,32,1
65,1,,33,1
66,1,,33,1
67,1,,34,1
68,1,,34,1
69,1,,35,1
70,1,,35,1
71,1,,36,1
72,1,,36,1
73,0,no manip,37,0
74,0,no manip,37,0
75,1,,38,1
76,1,,38,1
77,1,,39,1
78,1,,39,1
79,1,,40,1
80,1,,40,1
81,1,,41,1
82,1,,41,1
83,1,,42,1
84,1,,42,1
85,1,,43,1
86,1,,43,1
87,1,,44,1
88,1,,44,1
89,1,,45,1
90,1,,45,1
91,1,,46,1
92,1,,46,1
93,1,,47,1
94,1,,47,1
95,1,,48,1
96,1,,48,1
97,1,,49,1
98,1,,49,1
99,1,,50,1
100,1,,50,1
101,1,,51,1
102,1,,51,1
103,1,,52,1
104,1,,52,1
105,1,,53,1
106,1,,53,1
107,1,,54,1
108,1,,54,1
109,1,,55,1
110,1,,55,1
111,1,,56,1
112,1,,56,1
113,1,,57,1
114,1,,57,1
115,1,,58,1
116,1,,58,1
117,1,,59,1
118,1,,59,1
119,1,,60,1
120,1,,60,1
121,1,,61,1
122,1,,61,1
123,1,,62,1
124,1,,62,1
125,1,,63,1
126,1,,63,1
127,1,,64,1
128,1,,64,1
129,0,no manip,65,0
130,0,no manip,65,0
131,1,,66,1
132,1,,66,1
133,1,,67,1
134,1,,67,1
135,1,,68,1
136,1,,68,1
137,1,,69,-1
138,1,,69,-1
139,1,,70,-1
140,1,,70,-1
141,1,,71,1
142,1,,71,1
143,1,,72,0
144,1,,72,0
145,1,,73,0
146,1,,73,0
147,1,,74,0
148,1,,74,0
149,1,,75,0
150,1,,75,0
151,1,,76,0
152,1,,76,0
153,1,,77,0
154,1,,77,0
155,1,,78,0
156,1,,78,0
157,1,,79,0
158,1,,79,0
159,1,,80,0
160,1,,80,0
161,0,no manip,81,0
162,0,no manip,81,0
163,0,no manip,82,0
164,0,no manip,82,0
165,0,no manip,83,0
166,0,no manip,83,0
167,0,no manip,84,0
168,0,no manip,84,0
169,1,,85,0
170,1,,85,0
171,1,,86,0
172,1,,86,0
173,1,,87,0
174,1,,87,0
175,1,,88,0
176,1,,88,0
177,1,,89,0
178,1,,89,0
179,1,,90,0
180,1,,90,0
181,0,no manip,91,0
182,0,no manip,91,0
183,0,no manip,92,0
184,0,no manip,92,0
185,1,,93,1
186,1,,93,1
187,1,,94,1
188,1,,94,1
189,1,,95,1
190,1,,95,1
191,1,,96,1
192,1,,96,1
193,1,,97,1
194,1,,97,1
195,1,,98,1
196,1,,98,1
197,1,,99,1
198,1,,99,1
199,0,no manip,100,0
200,0,no manip,100,0
201,1,,101,1
202,1,,101,1
203,1,,102,1
204,1,,102,1
205,1,,103,1
206,1,,103,1
207,0,slip,104,0
208,0,slip,104,0
209,1,,105,1
210,0,slip,105,0
211,-1,,106,0
212,-1,,106,0
213,0,slip,107,0
214,0,no pen,107,0
215,0,slip,108,0
216,0,no pen,108,0
217,0,slip,109,0
218,0,no pen,109,0
219,0,slip,110,0
220,0,no pen,110,0
221,0,no manip,111,0
222,0,no manip,111,0
223,0,slip,112,0
224,0,no pen,112,0
225,0,slip,113,0
226,0,no pen,113,0
227,0,slip,114,0
228,0,no pen,114,0
229,1,,115,0
230,1,,115,0
231,0,no manip,116,0
232,0,no manip,116,0
233,0,no manip,117,0
234,0,no manip,117,0
235,0,no pen,118,0
236,0,no pen,118,0
237,0,no pen,119,0
238,0,no pen,119,0
239,0,no pen,120,0
240,0,no pen,120,0
