index,success,reason,run_num,regression
1,1,,1,1
2,1,,1,1
3,1,,2,1
4,1,,2,1
5,1,,3,1
6,1,,3,1
7,1,,4,1
8,1,,4,1
9,1,,5,1
10,1,,5,1
11,1,,6,1
12,1,,6,1
13,1,,7,1
14,1,,7,1
15,1,,8,1
16,1,,8,1
17,1,,9,1
18,1,,9,1
19,1,,10,1
20,1,,10,1
21,1,,11,1
22,1,,11,1
23,1,,12,1
24,1,,12,1
25,1,,13,1
26,1,,13,1
27,1,,14,1
28,1,,14,1
29,1,,15,1
30,1,,15,1
31,1,,16,1
32,1,,16,1
33,1,,17,1
34,1,,17,1
35,1,,18,1
36,1,,18,1
37,1,,19,1
38,1,,19,1
39,1,,20,1
40,1,,20,1
41,1,,21,1
42,1,,21,1
43,1,,22,1
44,1,,22,1
45,1,,23,1
46,1,,23,1
47,1,,24,1
48,1,,24,1
49,1,,25,1
50,1,,25,1
51,1,,26,1
52,1,,26,1
53,1,,27,1
54,1,,27,1
55,1,,28,1
56,1,,28,1
57,1,,29,1
58,1,,29,1
59,1,,30,1
60,1,,30,1
61,1,,31,1
62,1,,31,1
63,1,,32,1
64,1,,32,1
65,1,,33,1
66,1,,33,1
67,1,,34,1
68,1,,34,1
69,1,,35,1
70,1,,35,1
71,1,,36,1
72,1,,36,1
73,1,,37,1
74,1,,37,1
75,1,,38,1
76,1,,38,1
77,1,,39,1
78,1,,39,1
79,1,,40,1
80,1,,40,1
81,1,,41,1
82,1,,41,1
83,1,,42,1
84,1,,42,1
85,1,,43,1
86,1,,43,1
87,1,,44,1
88,1,,44,1
89,1,,45,1
90,1,,45,1
91,1,,46,1
92,1,,46,1
93,1,,47,1
94,1,,47,1
95,1,,48,1
96,1,,48,1
97,1,,49,1
98,1,,49,1
99,1,,50,1
100,1,,50,1
101,1,,51,1
102,1,,51,1
103,1,,52,1
104,1,,52,1
105,1,,53,1
106,1,,53,1
107,1,,54,1
108,1,,54,1
109,1,,55,1
110,1,,55,1
111,1,,56,1
112,1,,56,1
113,1,,57,1
114,1,,57,1
115,1,,58,1
116,1,,58,1
117,1,,59,1
118,1,,59,1
119,1,,60,1
120,1,,60,1
121,1,,61,1
122,1,,61,1
123,1,,62,1
124,1,,62,1
125,1,,63,1
126,1,,63,1
127,1,,64,1
128,1,,64,1
129,1,,65,1
130,1,,65,1
131,1,,66,1
132,1,,66,1
133,1,,67,1
134,1,,67,1
135,1,,68,1
136,1,,68,1
137,1,,69,1
138,1,,69,1
139,1,,70,1
140,1,,70,1
141,1,,71,1
142,1,,71,1
143,0,slip,72,0
144,0,no pen,72,0
145,1,,73,1
146,1,,73,1
147,0,slip,74,0
148,0,slip,74,0
149,0,slip,75,0
150,0,no pen,75,0
151,0,slip,76,0
152,0,no pen,76,0
153,1,,77,1
154,0,slip,77,1
155,0,slip,78,0
156,0,no pen,78,0
157,0,slip,79,0
158,0,no pen,79,0
159,0,slip,80,0
160,0,no pen,80,0
161,0,slip,81,0
162,0,no pen,81,0
163,0,no pen,82,0
164,0,no pen,82,0
165,0,slip,83,0
166,0,no pen,83,0
167,0,slip,84,0
168,0,no pen,84,0
169,0,slip,85,0
170,0,no pen,85,0
171,0,slip,86,0
172,1,,86,1
173,0,slip,87,0
174,0,no pen,87,0
175,0,slip,88,0
176,1,,88,0
177,1,,89,1
178,1,,89,1
179,0,slip,90,0
180,0,no pen,90,0
181,1,,91,1
182,0,slip,91,0
183,0,slip,92,0
184,0,no pen,92,0
185,0,no pen,93,0
186,0,no pen,93,0
187,1,,94,1
188,0,slip,94,0
189,1,,95,1
190,0,slip,95,0
191,1,,96,1
192,0,slip,96,0
193,1,,97,1
194,1,,97,1
195,0,slip,98,0
196,1,,98,-1
197,0,slip,99,0
198,0,no pen,99,0
199,0,no pen,100,0
200,0,no pen,100,0
201,0,no manip,101,0
202,0,no manip,101,0
203,0,no manip,102,0
204,0,no manip,102,0
205,0,no manip,103,0
206,0,no manip,103,0
207,0,no manip,104,0
208,0,no manip,104,0
209,0,no manip,105,0
210,0,no manip,105,0
211,0,no manip,106,0
212,0,no manip,106,0
213,0,no manip,107,0
214,0,no manip,107,0
215,0,no manip,108,0
216,0,no manip,108,0
217,0,no manip,109,0
218,0,no manip,109,0
219,0,no manip,110,0
220,0,no manip,110,0
221,0,no manip,111,0
222,0,no manip,111,0
223,0,no manip,112,0
224,0,no manip,112,0
225,0,no manip,113,0
226,0,no manip,113,0
227,0,no manip,114,0
228,0,no manip,114,0
229,0,no manip,115,0
230,0,no manip,115,0
231,0,no manip,116,0
232,0,no manip,116,0
233,0,no manip,117,0
234,0,no manip,117,0
235,0,no manip,118,0
236,0,no manip,118,0
237,0,no manip,119,0
238,0,no manip,119,0
239,0,no manip,120,0
240,0,no manip,120,0
